episode,episode_length,total_reward,epsilon,avg_q_value
130,200,-200.0,0.8780383184956015,-23.196507
131,200,-200.0,0.8771602801771059,-23.192188
132,200,-200.0,0.8762831198969288,-23.182636
133,200,-200.0,0.8754068367770318,-23.183105
134,200,-200.0,0.8745314299402548,-23.180252
135,200,-200.0,0.8736568985103146,-23.941477
136,200,-200.0,0.8727832416118043,-23.92389
137,200,-200.0,0.8719104583701925,-23.936222
138,200,-200.0,0.8710385479118223,-23.906271
139,200,-200.0,0.8701675093639105,-23.94368
140,200,-200.0,0.8692973418545467,-24.661572
141,200,-200.0,0.8684280445126921,-24.699316
142,200,-200.0,0.8675596164681794,-24.699568
143,200,-200.0,0.8666920568517111,-24.694305
144,200,-200.0,0.8658253647948594,-24.648897
145,200,-200.0,0.8649595394300645,-25.384869
146,200,-200.0,0.8640945798906344,-25.393078
147,200,-200.0,0.8632304853107438,-25.399433
148,200,-200.0,0.862367254825433,-25.403286
149,200,-200.0,0.8615048875706075,-25.404175
150,200,-200.0,0.8606433826830369,-26.118313
151,200,-200.0,0.8597827393003539,-26.106344
152,200,-200.0,0.8589229565610536,-26.112574
153,200,-200.0,0.8580640336044925,-26.127811
154,200,-200.0,0.857205969570888,-26.127863
155,200,-200.0,0.8563487636013172,-26.82229
156,200,-200.0,0.8554924148377159,-26.858189
157,200,-200.0,0.8546369224228781,-26.827473
158,200,-200.0,0.8537822855004553,-26.853077
159,200,-200.0,0.8529285032149548,-26.839985
160,200,-200.0,0.8520755747117399,-27.563257
161,200,-200.0,0.8512234991370281,-27.531347
162,200,-200.0,0.8503722756378911,-27.543728
163,200,-200.0,0.8495219033622532,-27.557526
164,200,-200.0,0.8486723814588909,-27.56362
165,200,-200.0,0.847823709077432,-28.270832
166,200,-200.0,0.8469758853683546,-28.241678
167,200,-200.0,0.8461289094829862,-28.285755
168,200,-200.0,0.8452827805735033,-28.275885
169,200,-200.0,0.8444374977929298,-28.290325
170,200,-200.0,0.8435930602951368,-28.967041
171,200,-200.0,0.8427494672348417,-28.98331
172,200,-200.0,0.8419067177676068,-28.965206
173,200,-200.0,0.8410648110498392,-28.924648
174,200,-200.0,0.8402237462387894,-28.944294
175,200,-200.0,0.8393835224925505,-29.679432
176,200,-200.0,0.838544138970058,-29.666265
177,200,-200.0,0.8377055948310879,-29.642757
178,200,-200.0,0.8368678892362568,-29.66538
179,200,-200.0,0.8360310213470206,-29.68089
180,200,-200.0,0.8351949903256736,-30.35904
181,200,-200.0,0.8343597953353479,-30.37695
182,200,-200.0,0.8335254355400126,-30.369339
183,200,-200.0,0.8326919101044725,-30.35928
184,200,-200.0,0.831859218194368,-30.363031
185,200,-200.0,0.8310273589761736,-31.037603
186,200,-200.0,0.8301963316171974,-31.059809
187,200,-200.0,0.8293661352855802,-31.030466
188,200,-200.0,0.8285367691502946,-31.022243
189,200,-200.0,0.8277082323811443,-31.031906
190,200,-200.0,0.8268805241487632,-31.701334
191,200,-200.0,0.8260536436246144,-31.709858
192,200,-200.0,0.8252275899809898,-31.702991
193,200,-200.0,0.8244023623910088,-31.735363
194,200,-200.0,0.8235779600286178,-31.68132
195,200,-200.0,0.8227543820685892,-32.360313
196,200,-200.0,0.8219316276865206,-32.384876
197,200,-200.0,0.8211096960588341,-32.3432
198,200,-200.0,0.8202885863627752,-32.35212
199,200,-200.0,0.8194682977764125,-32.38215
200,200,-200.0,0.818648829478636,-33.019726
201,200,-200.0,0.8178301806491574,-33.012215
202,200,-200.0,0.8170123504685082,-33.00704
203,200,-200.0,0.8161953381180397,-33.024952
204,200,-200.0,0.8153791427799216,-33.02313
205,200,-200.0,0.8145637636371417,-33.70442
206,200,-200.0,0.8137491998735046,-33.71253
207,200,-200.0,0.812935450673631,-33.69733
208,200,-200.0,0.8121225152229574,-33.68786
209,200,-200.0,0.8113103927077344,-33.692577
210,200,-200.0,0.8104990823150267,-34.31799
211,200,-200.0,0.8096885832327116,-34.355957
212,200,-200.0,0.8088788946494789,-34.328728
213,200,-200.0,0.8080700157548294,-34.323128
214,200,-200.0,0.8072619457390746,-34.31354
215,200,-200.0,0.8064546837933355,-34.96779
216,200,-200.0,0.8056482291095421,-34.966316
217,200,-200.0,0.8048425808804326,-34.972286
218,200,-200.0,0.8040377382995522,-34.961205
219,200,-200.0,0.8032337005612527,-34.965534
220,200,-200.0,0.8024304668606914,-35.638206
221,200,-200.0,0.8016280363938307,-35.613304
222,200,-200.0,0.8008264083574369,-35.63595
223,200,-200.0,0.8000255819490795,-35.644978
224,200,-200.0,0.7992255563671304,-35.627033
225,200,-200.0,0.7984263308107633,-36.251923
226,200,-200.0,0.7976279044799526,-36.269722
227,200,-200.0,0.7968302765754727,-36.281494
228,200,-200.0,0.7960334462988972,-36.25077
229,200,-200.0,0.7952374128525983,-36.276257
230,200,-200.0,0.7944421754397457,-36.906578
231,200,-200.0,0.7936477332643059,-36.900948
232,200,-200.0,0.7928540855310416,-36.872017
233,200,-200.0,0.7920612314455105,-36.892597
234,200,-200.0,0.7912691702140651,-36.920097
235,200,-200.0,0.790477901043851,-37.528893
236,200,-200.0,0.7896874231428072,-37.53806
237,200,-200.0,0.7888977357196644,-37.547493
238,200,-200.0,0.7881088379839447,-37.542114
239,200,-200.0,0.7873207291459607,-37.544094
240,200,-200.0,0.7865334084168147,-38.166557
241,200,-200.0,0.7857468750083979,-38.144745
242,200,-200.0,0.7849611281333895,-38.122242
243,200,-200.0,0.784176167005256,-38.123398
244,200,-200.0,0.7833919908382508,-38.141243
245,200,-200.0,0.7826085988474126,-38.764595
246,200,-200.0,0.7818259902485653,-38.716866
247,200,-200.0,0.7810441642583167,-38.736954
248,200,-200.0,0.7802631200940584,-38.752598
249,200,-200.0,0.7794828569739644,-38.736702
250,200,-200.0,0.7787033741169904,-39.291073
251,200,-200.0,0.7779246707428734,-39.28318
252,200,-200.0,0.7771467460721305,-39.309013
253,200,-200.0,0.7763695993260584,-39.324577
254,200,-200.0,0.7755932297267324,-39.31597
255,200,-200.0,0.7748176364970056,-39.89328
256,200,-200.0,0.7740428188605086,-39.92843
257,200,-200.0,0.7732687760416481,-39.893463
258,200,-200.0,0.7724955072656065,-39.838417
259,200,-200.0,0.7717230117583408,-39.914696
260,200,-200.0,0.7709512887465825,-40.48222
261,200,-200.0,0.7701803374578359,-40.498974
262,200,-200.0,0.7694101571203781,-40.469475
263,200,-200.0,0.7686407469632577,-40.498737
264,200,-200.0,0.7678721062162944,-40.472076
265,200,-200.0,0.7671042341100781,-41.060528
266,200,-200.0,0.766337129875968,-41.072544
267,200,-200.0,0.7655707927460921,-41.08985
268,200,-200.0,0.764805221953346,-41.110374
269,200,-200.0,0.7640404167313927,-41.043
270,200,-200.0,0.7632763763146613,-41.616737
271,200,-200.0,0.7625130999383466,-41.607258
272,200,-200.0,0.7617505868384082,-41.615776
273,200,-200.0,0.7609888362515699,-41.632957
274,200,-200.0,0.7602278474153183,-41.628654
275,200,-200.0,0.759467619567903,-42.20945
276,200,-200.0,0.7587081519483351,-42.185917
277,200,-200.0,0.7579494437963867,-42.167316
278,200,-200.0,0.7571914943525904,-42.215416
279,200,-200.0,0.7564343028582378,-42.206287
280,200,-200.0,0.7556778685553796,-42.76112
281,200,-200.0,0.7549221906868242,-42.75296
282,200,-200.0,0.7541672684961374,-42.776726
283,200,-200.0,0.7534131012276413,-42.755928
284,200,-200.0,0.7526596881264136,-42.774265
285,200,-200.0,0.7519070284382872,-43.307713
286,200,-200.0,0.7511551214098489,-43.339466
287,200,-200.0,0.750403966288439,-43.32914
288,200,-200.0,0.7496535623221505,-43.30381
289,200,-200.0,0.7489039087598284,-43.312546
290,200,-200.0,0.7481550048510686,-43.86101
291,200,-200.0,0.7474068498462175,-43.87382
292,200,-200.0,0.7466594429963713,-43.830914
293,200,-200.0,0.745912783553375,-43.89049
294,200,-200.0,0.7451668707698216,-43.90486
295,200,-200.0,0.7444217038990517,-44.407967
296,200,-200.0,0.7436772821951526,-44.461224
297,200,-200.0,0.7429336049129575,-44.429585
298,200,-200.0,0.7421906713080445,-44.38124
299,200,-200.0,0.7414484806367364,-44.464954
300,200,-200.0,0.7407070321560997,-45.001366
301,200,-200.0,0.7399663251239436,-45.006393
302,200,-200.0,0.7392263587988196,-44.981182
303,200,-200.0,0.7384871324400207,-45.013214
304,200,-200.0,0.7377486453075807,-44.995018
305,200,-200.0,0.737010896662273,-45.52961
306,200,-200.0,0.7362738857656108,-45.502754
307,200,-200.0,0.7355376118798452,-45.551876
308,200,-200.0,0.7348020742679654,-45.52451
309,200,-200.0,0.7340672721936974,-45.506416
310,200,-200.0,0.7333332049215037,-46.048065
311,200,-200.0,0.7325998717165821,-46.01388
312,200,-200.0,0.7318672718448656,-46.02657
313,200,-200.0,0.7311354045730207,-46.038826
314,200,-200.0,0.7304042691684477,-46.05645
315,200,-200.0,0.7296738648992792,-46.561745
316,200,-200.0,0.7289441910343799,-46.59014
317,200,-200.0,0.7282152468433455,-46.544212
318,200,-200.0,0.7274870315965022,-46.578743
319,200,-200.0,0.7267595445649057,-46.586205
320,200,-200.0,0.7260327850203407,-47.03582
321,200,-200.0,0.7253067522353204,-47.07556
322,200,-200.0,0.724581445483085,-47.10917
323,200,-200.0,0.723856864037602,-47.091454
324,200,-200.0,0.7231330071735643,-47.070374
325,200,-200.0,0.7224098741663908,-47.60634
326,200,-200.0,0.7216874642922244,-47.601997
327,200,-200.0,0.7209657768279322,-47.59624
328,200,-200.0,0.7202448110511043,-47.55915
329,200,-200.0,0.7195245662400531,-47.592247
330,200,-200.0,0.7188050416738131,-48.075153
331,200,-200.0,0.7180862366321393,-48.06361
332,200,-200.0,0.7173681503955072,-48.0397
333,200,-200.0,0.7166507822451117,-48.050182
334,200,-200.0,0.7159341314628666,-48.057915
335,200,-200.0,0.7152181973314037,-48.558193
336,200,-200.0,0.7145029791340722,-48.545662
337,200,-200.0,0.7137884761549381,-48.50255
338,200,-200.0,0.7130746876787832,-48.526024
339,200,-200.0,0.7123616129911045,-48.53491
340,200,-200.0,0.7116492513781133,-49.05542
341,200,-200.0,0.7109376021267352,-49.033478
342,200,-200.0,0.7102266645246085,-49.030888
343,200,-200.0,0.7095164378600839,-49.07433
344,200,-200.0,0.7088069214222238,-49.04832
345,200,-200.0,0.7080981145008015,-49.524826
346,200,-200.0,0.7073900163863007,-49.540375
347,200,-200.0,0.7066826263699144,-49.566418
348,200,-200.0,0.7059759437435444,-49.531685
349,200,-200.0,0.7052699677998009,-49.523937
350,200,-200.0,0.704564697832001,-50.07273
351,200,-200.0,0.7038601331341691,-50.046257
352,200,-200.0,0.7031562730010349,-50.058514
353,200,-200.0,0.7024531167280339,-50.009995
354,200,-200.0,0.7017506636113059,-50.021557
355,200,-200.0,0.7010489129476946,-50.440117
356,200,-200.0,0.7003478640347469,-50.470833
357,200,-200.0,0.6996475161707122,-50.48968
358,200,-200.0,0.6989478686545415,-50.475395
359,200,-200.0,0.698248920785887,-50.44056
360,200,-200.0,0.6975506718651011,-50.931293
361,200,-200.0,0.6968531211932361,-50.925995
362,200,-200.0,0.6961562680720428,-50.95449
363,200,-200.0,0.6954601118039707,-50.958874
364,200,-200.0,0.6947646516921667,-50.939518
365,200,-200.0,0.6940698870404746,-51.475525
366,200,-200.0,0.6933758171534341,-51.468666
367,200,-200.0,0.6926824413362807,-51.457226
368,200,-200.0,0.6919897588949444,-51.40865
369,200,-200.0,0.6912977691360495,-51.40687
370,200,-200.0,0.6906064713669134,-51.885414
371,200,-200.0,0.6899158648955466,-51.87328
372,200,-200.0,0.689225949030651,-51.851257
373,200,-200.0,0.6885367230816204,-51.85653
374,200,-200.0,0.6878481863585387,-51.839794
375,200,-200.0,0.6871603381721801,-52.312767
376,200,-200.0,0.686473177834008,-52.29609
377,200,-200.0,0.685786704656174,-52.342854
378,200,-200.0,0.6851009179515178,-52.310524
379,200,-200.0,0.6844158170335664,-52.331688
380,200,-200.0,0.6837314012165328,-52.77727
381,200,-200.0,0.6830476698153162,-52.748665
382,200,-200.0,0.6823646221455009,-52.808727
383,200,-200.0,0.6816822575233553,-52.759987
384,200,-200.0,0.6810005752658319,-52.732887
385,200,-200.0,0.680319574690566,-53.191113
386,200,-200.0,0.6796392551158754,-53.22525
387,200,-200.0,0.6789596158607596,-53.18329
388,200,-200.0,0.6782806562448989,-53.183235
389,200,-200.0,0.677602375588654,-53.208027
390,200,-200.0,0.6769247732130653,-53.63329
391,200,-200.0,0.6762478484398523,-53.620148
392,200,-200.0,0.6755716005914124,-53.6497
393,200,-200.0,0.674896028990821,-53.64851
394,200,-200.0,0.6742211329618302,-53.645752
395,200,-200.0,0.6735469118288684,-54.138805
396,200,-200.0,0.6728733649170395,-54.10021
397,200,-200.0,0.6722004915521225,-54.11434
398,200,-200.0,0.6715282910605703,-54.11228
399,200,-200.0,0.6708567627695098,-54.142822
400,200,-200.0,0.6701859060067403,-54.537823
401,200,-200.0,0.6695157201007336,-54.565083
402,200,-200.0,0.6688462043806328,-54.57317
403,200,-200.0,0.6681773581762521,-54.596825
404,200,-200.0,0.6675091808180759,-54.586708
405,200,-200.0,0.6668416716372578,-55.021034
406,200,-200.0,0.6661748299656206,-55.00122
407,200,-200.0,0.6655086551356549,-55.00645
408,200,-200.0,0.6648431464805192,-55.02709
409,200,-200.0,0.6641783033340387,-55.034668
410,200,-200.0,0.6635141250307047,-55.46946
411,200,-200.0,0.662850610905674,-55.493553
412,200,-200.0,0.6621877602947683,-55.495045
413,200,-200.0,0.6615255725344735,-55.454834
414,200,-200.0,0.660864046961939,-55.447407
415,200,-200.0,0.660203182914977,-55.8993
416,200,-200.0,0.6595429797320621,-55.91112
417,200,-200.0,0.6588834367523301,-55.89289
418,200,-200.0,0.6582245533155777,-55.894127
419,200,-200.0,0.6575663287622622,-55.92445
420,200,-200.0,0.6569087624334999,-56.35793
421,200,-200.0,0.6562518536710664,-56.368725
422,200,-200.0,0.6555956018173954,-56.349403
423,200,-200.0,0.654940006215578,-56.302937
424,200,-200.0,0.6542850662093624,-56.37989
425,200,-200.0,0.6536307811431531,-56.80775
426,200,-200.0,0.65297715036201,-56.834698
427,200,-200.0,0.6523241732116479,-56.81668
428,200,-200.0,0.6516718490384363,-56.803814
429,200,-200.0,0.6510201771893979,-56.822975
430,200,-200.0,0.6503691570122084,-57.24052
431,200,-200.0,0.6497187878551962,-57.24784
432,200,-200.0,0.649069069067341,-57.220238
433,200,-200.0,0.6484199999982736,-57.26715
434,200,-200.0,0.6477715799982753,-57.22132
435,200,-200.0,0.647123808418277,-57.68047
436,200,-200.0,0.6464766846098587,-57.66093
437,200,-200.0,0.6458302079252489,-57.646008
438,200,-200.0,0.6451843777173236,-57.682045
439,200,-200.0,0.6445391933396063,-57.626564
440,200,-200.0,0.6438946541462667,-57.995647
441,200,-200.0,0.6432507594921204,-58.009483
442,200,-200.0,0.6426075087326283,-58.010254
443,200,-200.0,0.6419649012238956,-57.9777
444,200,-200.0,0.6413229363226717,-58.02527
445,200,-200.0,0.640681613386349,-58.458076
446,200,-200.0,0.6400409317729626,-58.436913
447,200,-200.0,0.6394008908411897,-58.35488
448,200,-200.0,0.6387614899503485,-58.4562
449,200,-200.0,0.6381227284603982,-58.43164
450,200,-200.0,0.6374846057319378,-58.814404
451,200,-200.0,0.6368471211262058,-58.79963
452,200,-200.0,0.6362102740050796,-58.760468
453,200,-200.0,0.6355740637310745,-58.790794
454,200,-200.0,0.6349384896673435,-58.798866
455,200,-200.0,0.6343035511776761,-59.167946
456,200,-200.0,0.6336692476264985,-59.195534
457,200,-200.0,0.6330355783788719,-59.12373
458,200,-200.0,0.632402542800493,-59.183372
459,200,-200.0,0.6317701402576925,-59.16161
460,200,-200.0,0.6311383701174348,-59.47715
461,200,-200.0,0.6305072317473174,-59.51529
462,200,-200.0,0.6298767245155701,-59.521584
463,200,-200.0,0.6292468477910546,-59.51941
464,200,-200.0,0.6286176009432635,-59.505272
465,200,-200.0,0.6279889833423202,-59.817932
466,200,-200.0,0.6273609943589779,-59.90737
467,200,-200.0,0.6267336333646188,-59.85488
468,200,-200.0,0.6261068997312542,-59.829823
469,200,-200.0,0.6254807928315229,-59.900513
470,200,-200.0,0.6248553120386914,-60.284344
471,200,-200.0,0.6242304567266527,-60.259483
472,200,-200.0,0.623606226269926,-60.237938
473,200,-200.0,0.6229826200436561,-60.30544
474,200,-200.0,0.6223596374236124,-60.244896
475,200,-200.0,0.6217372777861888,-60.588837
476,200,-200.0,0.6211155405084027,-60.59846
477,200,-200.0,0.6204944249678943,-60.61271
478,200,-200.0,0.6198739305429264,-60.57249
479,200,-200.0,0.6192540566123834,-60.670887
480,200,-200.0,0.6186348025557711,-60.982105
481,200,-200.0,0.6180161677532153,-60.97939
482,200,-200.0,0.6173981515854621,-60.953255
483,200,-200.0,0.6167807534338766,-60.933327
484,200,-200.0,0.6161639726804428,-60.98695
485,200,-200.0,0.6155478087077623,-61.321228
486,200,-200.0,0.6149322608990545,-61.32545
487,200,-200.0,0.6143173286381555,-61.324696
488,200,-200.0,0.6137030113095173,-61.34336
489,200,-200.0,0.6130893082982078,-61.346027
490,200,-200.0,0.6124762189899097,-61.673058
491,200,-200.0,0.6118637427709198,-61.642944
492,200,-200.0,0.6112518790281489,-61.70595
493,200,-200.0,0.6106406271491208,-61.66394
494,200,-200.0,0.6100299865219717,-61.63688
495,200,-200.0,0.6094199565354498,-62.011524
496,200,-200.0,0.6088105365789144,-62.062145
497,200,-200.0,0.6082017260423355,-61.99827
498,200,-200.0,0.6075935243162931,-62.014233
499,200,-200.0,0.6069859307919768,-62.04021
500,200,-200.0,0.6063789448611848,-62.440502
501,200,-200.0,0.6057725659163237,-62.42489
502,200,-200.0,0.6051667933504074,-62.406227
503,200,-200.0,0.6045616265570569,-62.418556
504,200,-200.0,0.6039570649304998,-62.42124
505,200,-200.0,0.6033531078655693,-62.751965
506,200,-200.0,0.6027497547577038,-62.75523
507,200,-200.0,0.602147005002946,-62.761097
508,200,-200.0,0.6015448579979431,-62.77014
509,200,-200.0,0.6009433131399452,-62.777473
510,200,-200.0,0.6003423698268052,-63.162315
511,200,-200.0,0.5997420274569785,-63.113148
512,200,-200.0,0.5991422854295215,-63.11012
513,200,-200.0,0.598543143144092,-63.122974
514,200,-200.0,0.5979446000009478,-63.164726
515,200,-200.0,0.5973466554009469,-63.51264
516,200,-200.0,0.596749308745546,-63.50008
517,200,-200.0,0.5961525594368005,-63.48584
518,200,-200.0,0.5955564068773637,-63.479027
519,200,-200.0,0.5949608504704863,-63.48551
520,200,-200.0,0.5943658896200158,-63.817543
521,200,-200.0,0.5937715237303958,-63.82091
522,200,-200.0,0.5931777522066654,-63.817192
523,200,-200.0,0.5925845744544587,-63.818836
524,200,-200.0,0.5919919898800042,-63.813072
525,200,-200.0,0.5913999978901242,-64.16774
526,200,-200.0,0.590808597892234,-64.19933
527,200,-200.0,0.5902177892943418,-64.16983
528,200,-200.0,0.5896275715050474,-64.178604
529,200,-200.0,0.5890379439335424,-64.17345
530,200,-200.0,0.5884489059896089,-64.536736
531,200,-200.0,0.5878604570836192,-64.5137
532,200,-200.0,0.5872725966265356,-64.47915
533,200,-200.0,0.5866853240299091,-64.558304
534,200,-200.0,0.5860986387058792,-64.49382
535,200,-200.0,0.5855125400671733,-64.85225
536,200,-200.0,0.5849270275271061,-64.83305
537,200,-200.0,0.584342100499579,-64.82394
538,200,-200.0,0.5837577583990794,-64.85384
539,200,-200.0,0.5831740006406804,-64.879135
540,200,-200.0,0.5825908266400397,-65.20582
541,200,-200.0,0.5820082358133997,-65.23982
542,200,-200.0,0.5814262275775862,-65.20797
543,200,-200.0,0.5808448013500086,-65.27268
544,200,-200.0,0.5802639565486586,-65.173904
545,200,-200.0,0.57968369259211,-65.445145
546,200,-200.0,0.5791040088995179,-65.47976
547,200,-200.0,0.5785249048906184,-65.47764
548,200,-200.0,0.5779463799857277,-65.42845
549,200,-200.0,0.577368433605742,-65.47654
550,200,-200.0,0.5767910651721362,-65.78197
551,200,-200.0,0.576214274106964,-65.79349
552,200,-200.0,0.5756380598328571,-65.7697
553,200,-200.0,0.5750624217730242,-65.83021
554,200,-200.0,0.5744873593512512,-65.80337
555,200,-200.0,0.5739128719918999,-66.174706
556,200,-200.0,0.573338959119908,-66.178055
557,200,-200.0,0.572765620160788,-66.18331
558,200,-200.0,0.5721928545406272,-66.14983
559,200,-200.0,0.5716206616860866,-66.17305
560,200,-200.0,0.5710490410244006,-66.51088
561,200,-200.0,0.5704779919833761,-66.423935
562,200,-200.0,0.5699075139913927,-66.40112
563,200,-200.0,0.5693376064774013,-66.39191
564,200,-200.0,0.5687682688709239,-66.481476
565,200,-200.0,0.5681995006020529,-66.760796
566,200,-200.0,0.5676313011014509,-66.79847
567,200,-200.0,0.5670636698003494,-66.81244
568,200,-200.0,0.5664966061305491,-66.761215
569,200,-200.0,0.5659301095244186,-66.78761
570,200,-200.0,0.5653641794148941,-67.04597
571,200,-200.0,0.5647988152354793,-67.0092
572,200,-200.0,0.5642340164202437,-67.04601
573,200,-200.0,0.5636697824038235,-67.0061
574,200,-200.0,0.5631061126214196,-67.02379
575,200,-200.0,0.5625430065087982,-67.36971
576,200,-200.0,0.5619804635022894,-67.38136
577,200,-200.0,0.561418483038787,-67.35461
578,200,-200.0,0.5608570645557482,-67.34938
579,200,-200.0,0.5602962074911925,-67.335175
580,200,-200.0,0.5597359112837013,-67.60158
581,200,-200.0,0.5591761753724176,-67.600624
582,200,-200.0,0.5586169991970452,-67.60386
